ItemID,Weight,Value
1,36,573.04
2,26,150.26
3,73,329.03
4,73,660.12
5,59,331.18
6,88,765.54
7,81,513.5
8,54,259.88
9,30,370.08
10,71,929.06
11,51,373.88
12,34,653.42
13,29,652.59
14,19,596.58
15,32,144.08
16,75,537.01
17,29,908.45
18,93,992.49
19,93,721.24
20,20,844.44
21,28,939.69
22,86,127.15
23,4,835.9
24,75,939.79
25,5,295.56
26,33,573.8
27,82,415.28
28,70,942.55
29,32,669.44
30,51,682.37
31,55,533.57
32,49,132.33
33,69,180.31
34,90,213.31
35,92,984.49
36,62,570.92
37,45,450.12
38,36,964.62
39,69,498.76
40,40,510.99
41,23,271.13
42,5,501.93
43,47,855.24
44,17,991.74
45,31,501.67
46,88,798.97
47,18,822.1
48,40,871.29
49,100,229.82
50,41,191.46
51,42,108.31
52,25,534.31
53,24,545.08
54,30,934.89
55,56,968.82
56,8,948.26
57,22,558.9
58,46,270.4
59,85,180.25
60,22,389.2
61,8,655.22
62,10,237.2
63,4,211.59
64,18,602.25
65,72,530.97
66,63,925.94
67,46,344.41
68,97,233.65
69,95,315.73
70,4,698.24
71,91,669.9
72,74,770.56
73,90,396.71
74,89,304.47
75,87,385.23
76,91,200.02
77,5,243.48
78,18,630.94
79,34,504.65
80,8,466.94
81,83,336.11
82,16,477.33
83,98,657.59
84,61,902.53
85,21,127.53
86,46,274.63
87,60,502.43
88,98,479.37
89,34,768.85
90,98,227.57
91,31,256.48
92,10,721.65
93,72,766.56
94,81,602.58
95,43,836.28
96,9,403.01
97,35,654.99
98,6,873.13
99,78,972.42
100,23,609.76
101,46,227.45
102,35,932.3
103,1,837.51
104,72,776.09
105,44,907.08
106,75,389.19
107,37,921.02
108,31,469.75
109,88,796.37
110,47,717.29
111,73,706.73
112,1,146.58
113,62,534.9
114,58,269.74
115,28,901.47
116,75,445.31
117,36,564.26
118,91,820.09
119,9,353.67
120,86,379.42
121,27,305.77
122,21,687.72
123,56,245.23
124,95,687.62
125,62,369.71
126,88,957.45
127,51,986.43
128,41,137.78
129,81,266.04
130,35,718.62
131,35,751.21
132,28,841.25
133,86,702.75
134,8,847.74
135,53,458.24
136,50,554.61
137,81,757.53
138,12,142.13
139,8,685.93
140,92,370.13
141,13,992.29
142,42,196.14
143,40,435.61
144,35,136.18
145,20,686.93
146,11,508.5
147,51,628.02
148,9,480.38
149,98,781.75
150,70,251.61
151,19,379.57
152,28,362.7
153,98,568.59
154,80,571.42
155,3,934.51
156,17,980.22
157,45,982.51
158,22,364.63
159,13,240.02
160,64,489.92
161,39,857.56
162,40,145.76
163,57,648.24
164,37,317.31
165,35,472.0
166,51,994.26
167,40,140.14
168,27,545.21
169,65,558.68
170,6,996.3
171,83,717.83
172,96,588.62
173,22,951.14
174,39,530.96
175,42,884.55
176,45,851.57
177,67,984.96
178,71,383.2
179,63,832.58
180,61,493.18
181,7,378.27
182,63,428.36
183,2,912.21
184,41,295.46
185,85,863.42
186,4,247.32
187,10,675.92
188,64,709.56
189,10,758.79
190,2,307.51
191,81,133.64
192,92,210.71
193,42,431.53
194,15,667.2
195,58,164.53
196,92,544.39
197,89,999.81
198,62,831.5
199,16,566.51
200,33,427.95
201,45,158.07
202,83,292.3
203,100,805.89
204,81,426.35
205,83,992.24
206,95,754.76
207,8,755.41
208,66,933.64
209,57,584.31
210,38,353.38
211,6,512.14
212,79,240.58
213,42,370.92
214,21,574.29
215,98,345.08
216,60,283.69
217,49,973.94
