ItemID,Weight,Value
1,56,533.59
2,13,582.59
3,64,521.62
4,91,302.51
5,97,566.3
6,13,277.19
7,30,214.03
8,81,715.22
9,26,625.48
10,94,389.76
11,1,558.18
12,42,663.88
13,36,871.14
14,12,193.66
15,78,363.36
16,29,374.37
17,87,995.59
18,90,225.16
19,39,584.05
20,47,203.75
21,92,374.53
22,90,372.87
23,13,874.05
24,10,284.74
25,88,640.05
26,65,704.5
27,47,957.48
28,46,697.71
29,1,825.94
30,67,974.51
31,44,976.64
32,71,781.87
33,83,332.92
34,29,549.8
35,99,421.17
36,93,577.86
37,22,537.11
38,9,518.96
39,33,514.39
40,60,437.1
41,53,756.79
42,40,438.52
43,73,237.47
44,17,392.72
45,3,254.02
46,11,842.58
47,1,588.86
48,35,756.68
49,26,401.0
50,42,559.61
51,52,132.74
52,60,573.64
53,11,792.4
54,23,269.81
55,80,548.07
56,85,593.52
57,48,414.73
58,86,517.37
59,62,994.46
60,31,559.65
61,77,438.87
62,22,959.96
63,66,778.06
64,23,850.73
65,7,590.05
66,31,440.25
67,19,165.08
68,81,779.46
69,28,475.03
70,43,355.16
71,37,161.28
72,76,573.7
73,98,521.65
74,78,286.29
75,62,862.27
76,5,194.17
77,9,937.24
78,90,518.07
79,51,944.95
80,81,296.78
81,15,170.95
82,22,228.57
83,37,795.55
84,66,506.57
85,43,673.87
86,24,570.8
87,74,683.9
88,37,988.54
89,8,147.47
90,40,891.69
91,8,481.41
92,45,832.04
93,70,688.02
94,43,989.93
95,39,556.78
96,46,180.39
97,84,907.89
98,37,543.45
99,27,913.67
100,61,708.12
101,61,306.04
102,95,239.58
103,68,625.25
104,65,579.87
105,61,400.16
106,95,187.41
107,99,175.6
108,51,722.8
109,94,602.0
110,10,362.93
111,94,114.49
112,53,810.1
113,15,234.2
114,90,554.1
115,34,274.09
116,92,993.93
117,68,844.83
118,100,150.77
119,12,148.7
120,20,719.67
121,59,125.99
122,90,548.55
123,30,986.07
124,95,240.76
125,56,480.0
126,99,629.22
127,49,689.02
128,58,854.45
129,55,821.09
130,9,760.63
131,91,212.79
132,68,544.98
133,97,850.9
134,56,109.9
135,53,672.25
136,59,455.01
137,95,853.02
138,42,145.68
139,63,533.46
140,30,884.18
141,1,844.9
142,14,347.45
143,93,986.6
144,89,665.19
145,59,362.71
146,39,398.37
147,91,419.04
148,35,163.22
149,70,641.37
150,33,492.28
151,7,235.84
152,67,404.65
153,77,206.23
154,99,666.58
155,9,335.79
156,29,344.98
157,80,624.44
158,84,853.01
159,45,772.12
160,16,254.66
161,39,384.32
162,32,208.06
163,13,151.12
164,25,125.46
165,29,402.4
166,7,910.58
167,87,925.43
168,46,981.28
169,58,896.33
170,41,364.22
171,44,900.89
172,79,473.78
173,75,146.95
174,83,878.13
175,41,637.24
176,57,788.23
177,28,480.03
178,64,734.21
179,56,360.45
180,85,182.46
181,96,133.5
182,65,163.44
183,67,414.56
184,40,757.82
185,8,968.38
186,70,267.74
187,66,117.8
188,76,269.66
189,12,933.79
190,32,168.12
191,32,474.61
192,93,344.48
193,22,194.42
194,14,445.47
195,78,814.97
196,40,183.45
197,33,941.75
198,2,147.92
199,97,966.54
200,52,489.9
201,44,820.76
202,43,506.49
203,44,332.27
204,53,751.79
205,28,512.69
206,1,756.99
207,33,703.55
208,53,801.77
209,63,708.29
210,10,137.16
211,74,831.01
212,84,978.15
213,53,646.93
214,47,947.1
215,35,370.32
216,58,367.56
217,20,937.35
218,19,817.2
219,91,341.45
220,63,859.68
221,84,964.76
222,32,116.73
223,67,126.32
224,29,951.86
225,59,318.38
226,34,702.32
227,91,669.07
228,30,301.51
229,89,719.24
230,95,636.96
231,58,848.64
232,14,926.06
233,71,156.95
234,57,972.77
235,19,871.62
236,24,959.4
237,76,915.15
238,22,172.29
239,32,922.41
240,65,375.48
241,13,348.9
242,69,369.4
243,49,319.77
244,57,876.05
245,43,137.92
246,7,811.15
247,84,946.73
248,16,572.96
249,50,213.9
250,99,659.51
251,55,106.22
252,19,837.58
253,5,822.91
254,22,575.19
255,58,208.05
256,84,439.57
257,59,777.06
258,23,436.53
259,36,765.91
260,60,843.81
261,19,952.29
262,48,135.05
263,50,540.05
264,54,107.15
265,51,448.98
266,92,643.96
267,87,307.59
268,5,893.85
269,69,405.94
270,24,492.63
271,77,933.75
272,79,283.34
273,49,185.43
274,82,409.66
275,43,488.75
276,20,785.5
277,5,381.02
278,34,304.65
279,14,289.65
280,87,234.41
281,22,170.87
282,1,829.74
283,46,920.67
284,55,698.83
285,87,286.37
286,76,838.82
287,27,169.59
288,84,453.12
289,79,693.34
290,10,181.57
291,72,100.63
292,75,876.49
293,6,933.09
294,36,342.48
295,6,502.73
296,5,612.45
297,69,155.74
298,7,940.27
299,47,871.77
300,21,714.29
301,37,310.28
302,65,514.65
303,82,226.58
304,41,916.61
305,42,772.44
306,6,438.17
307,87,656.96
