ItemID,Weight,Value
1,20,466.18
2,37,117.91
3,54,588.06
4,40,244.11
5,56,569.09
6,28,637.35
7,71,516.62
8,92,815.53
9,74,712.01
10,75,809.86
11,98,197.11
12,35,382.93
13,27,619.97
14,71,405.47
15,45,336.93
16,49,951.55
17,81,563.81
18,33,184.48
19,91,239.84
20,95,963.39
21,33,345.9
22,10,861.16
23,15,657.78
24,24,378.49
25,27,826.92
26,77,108.12
27,29,550.36
28,79,255.18
29,39,999.3
30,70,120.01
31,40,872.41
32,97,777.7
33,64,126.86
34,16,386.47
35,29,133.73
36,88,674.14
37,44,868.47
38,87,354.66
39,69,731.35
40,38,259.38
41,16,765.85
42,69,526.22
43,93,188.82
44,83,665.88
45,6,933.06
46,8,403.31
47,56,723.93
48,20,759.41
49,42,112.51
50,74,336.52
51,31,788.91
52,74,573.94
53,1,393.69
54,35,735.68
55,99,614.0
56,48,774.03
57,86,863.35
58,91,227.29
59,95,736.53
60,88,199.49
61,39,927.4
62,11,396.94
63,1,571.32
64,13,659.04
65,24,603.81
66,34,538.18
67,76,804.6
68,15,213.08
69,75,670.93
70,83,803.2
71,58,812.71
72,10,980.9
73,16,689.17
74,81,649.47
75,17,818.37
76,11,184.47
77,41,309.32
78,37,669.47
79,99,614.37
80,32,574.51
81,1,336.89
82,63,384.41
83,98,386.03
84,9,640.75
85,23,669.12
86,50,931.53
87,40,418.23
88,89,299.7
89,27,568.52
90,38,928.79
91,63,433.12
92,29,673.49
93,21,667.39
94,67,492.35
95,60,595.97
96,36,364.66
97,33,990.54
98,54,410.37
99,3,122.38
100,57,162.65
101,95,641.85
102,99,623.56
103,38,480.26
104,81,263.92
105,77,393.8
106,30,589.6
107,23,892.16
108,92,624.7
109,60,453.01
110,86,358.59
111,73,648.39
112,33,619.76
113,33,960.58
114,53,583.39
115,24,500.13
116,53,891.1
117,16,968.71
118,8,655.62
119,33,398.27
120,57,750.76
121,8,422.99
122,70,627.67
123,63,313.38
124,1,150.13
125,15,156.67
126,97,338.84
127,47,195.8
128,6,951.16
129,71,858.15
130,61,683.03
131,29,419.37
132,23,334.69
133,12,323.71
134,8,960.45
135,73,888.31
136,51,501.12
137,67,255.06
138,19,790.56
139,9,803.54
140,66,548.87
141,84,817.11
142,94,604.33
143,16,620.55
144,17,726.11
145,24,188.4
146,87,603.91
147,10,778.58
148,73,235.2
149,31,611.79
150,48,239.34
151,32,408.56
152,59,155.45
153,59,117.17
154,6,919.84
155,10,651.17
156,13,423.9
157,1,701.76
158,100,789.4
159,23,810.09
160,66,905.04
161,28,655.36
162,100,217.44
163,17,187.4
164,85,357.79
165,7,841.75
166,92,116.62
167,25,555.86
168,10,344.98
169,27,697.06
170,21,100.19
171,11,171.4
