ItemID,Weight,Value
1,6,911.41
2,95,738.21
3,19,655.94
4,35,924.73
5,89,495.97
6,22,746.77
7,57,350.32
8,59,308.68
9,83,867.54
10,39,733.95
11,50,415.86
12,13,517.08
13,30,717.09
14,63,364.97
15,92,209.56
16,18,876.67
17,62,542.5
18,25,444.84
19,15,610.33
20,71,705.96
21,42,814.29
22,19,925.38
23,84,313.74
24,96,141.27
25,89,420.95
26,22,987.43
27,60,626.44
28,88,360.79
29,28,195.07
30,92,385.39
31,33,599.56
32,47,159.55
33,33,743.09
34,45,957.15
35,1,226.33
36,27,376.99
37,87,162.69
38,58,387.64
39,40,411.01
40,2,783.32
41,83,876.08
42,36,189.01
43,4,570.09
44,87,762.04
45,28,531.37
46,62,302.78
47,6,279.56
48,58,879.76
49,100,927.88
50,38,757.58
51,6,122.5
52,39,660.49
53,7,328.94
54,18,502.2
55,92,509.04
56,4,473.49
57,29,513.65
58,67,635.68
59,28,220.37
60,3,188.11
61,57,147.2
62,81,196.14
63,3,850.2
64,90,723.64
65,25,572.33
66,91,191.33
67,64,135.34
68,15,671.62
69,81,550.35
70,94,319.04
71,100,261.34
72,11,512.39
73,87,844.15
74,95,737.48
75,45,469.6
76,49,677.39
77,66,116.06
78,6,950.28
79,99,576.96
80,87,789.16
81,5,973.86
82,31,541.24
83,55,742.43
84,7,245.82
85,18,440.36
86,94,117.31
87,20,633.96
88,46,530.34
89,21,496.48
90,56,201.56
91,68,461.39
92,75,733.69
93,50,581.91
94,23,136.8
95,92,451.6
96,60,233.09
97,47,389.73
98,68,632.22
99,31,780.63
100,58,537.63
101,69,421.54
102,44,477.8
103,29,246.7
104,99,444.78
105,73,453.6
106,78,608.83
107,76,964.97
108,18,187.61
109,3,896.91
110,80,751.47
111,69,418.08
112,89,183.54
113,89,221.23
114,36,587.62
115,67,546.56
116,54,279.76
117,48,827.12
118,84,301.65
119,63,816.19
120,6,233.01
121,92,827.51
122,78,701.45
123,70,871.79
124,97,398.69
125,68,341.28
126,66,281.08
127,62,879.53
128,81,608.46
129,43,644.23
130,56,545.92
131,21,679.55
132,46,287.85
133,9,703.56
134,9,741.77
135,82,611.89
136,18,237.24
137,31,640.61
138,22,789.38
139,57,796.43
140,39,128.83
141,21,861.41
142,2,691.62
143,97,302.37
144,85,759.26
145,42,226.77
146,17,500.72
147,93,190.34
148,46,772.45
149,29,235.47
150,70,536.2
151,15,182.93
152,82,878.36
153,24,511.48
154,49,660.18
155,84,822.14
156,43,335.0
157,23,889.45
158,32,254.59
159,25,548.93
160,23,604.3
161,94,785.69
162,15,835.42
163,59,427.76
164,19,197.24
165,42,288.63
166,93,396.64
167,26,536.1
168,28,682.73
169,58,729.48
170,28,996.64
171,40,211.04
172,69,259.71
173,84,879.05
174,69,746.3
175,19,879.52
176,28,281.33
177,25,228.04
178,77,813.26
179,15,123.04
180,99,930.0
181,76,524.88
182,4,754.38
183,100,400.06
184,82,625.57
185,57,637.69
186,77,361.61
187,49,852.28
188,42,172.46
189,65,308.33
190,31,443.37
191,20,184.29
192,76,169.47
193,58,844.07
194,2,750.69
195,87,774.13
196,77,754.46
197,34,778.94
198,87,713.4
199,96,944.58
200,19,776.17
201,53,708.06
202,49,468.62
203,68,506.01
204,46,726.85
205,31,970.77
206,37,987.33
207,93,147.98
208,60,912.62
209,57,466.76
210,25,905.87
211,62,412.36
212,90,842.42
213,44,351.9
214,91,626.37
215,51,842.5
216,100,767.18
217,40,402.2
218,9,240.79
219,90,522.97
220,91,519.45
221,4,664.58
222,25,891.46
223,13,896.11
224,51,236.74
225,95,916.24
226,59,188.36
227,88,170.02
228,25,686.15
229,90,430.28
230,10,741.02
231,13,551.7
232,16,158.91
233,69,403.25
234,18,998.87
235,17,638.62
236,27,621.62
237,86,485.96
238,72,283.31
239,16,393.22
240,95,940.28
241,49,858.98
242,10,836.17
243,26,705.35
244,57,848.49
245,41,639.09
246,91,737.64
247,35,710.86
248,21,530.31
249,83,242.0
250,2,202.48
251,19,760.54
252,48,765.92
253,46,884.32
254,46,162.32
255,94,480.28
256,48,546.76
257,43,470.56
258,59,671.41
259,93,555.14
260,51,678.51
261,8,335.69
262,56,118.0
263,78,599.03
264,57,327.65
265,83,185.62
266,97,910.61
267,95,707.84
268,74,739.55
269,38,745.01
270,96,347.73
271,72,578.22
272,8,446.16
273,35,691.81
274,42,647.89
275,33,933.09
276,84,372.97
277,24,382.75
278,64,737.34
279,38,946.57
280,2,234.44
281,70,538.72
282,28,336.72
283,66,795.58
284,67,307.41
285,83,459.95
286,23,257.74
287,34,456.68
288,52,233.38
289,89,990.55
290,31,545.97
291,93,510.45
292,69,180.25
293,39,225.27
294,32,434.48
295,75,796.12
296,9,892.5
297,13,506.04
298,75,973.7
299,58,494.6
300,22,734.58
301,23,487.58
302,32,593.2
303,26,843.78
304,13,155.21
305,33,775.41
306,95,668.11
307,46,456.12
308,17,122.38
309,94,527.22
310,49,109.2
311,68,791.13
312,53,369.81
313,73,423.38
314,100,705.15
315,24,742.68
316,42,447.25
317,85,800.15
318,64,224.31
319,8,386.97
320,44,285.82
321,47,644.76
322,85,230.02
323,97,130.53
324,72,459.85
325,8,783.63
326,24,691.75
327,35,848.77
328,41,428.73
329,9,777.22
330,38,607.17
331,8,860.4
332,25,439.89
333,37,789.26
334,25,147.68
335,32,232.99
336,75,160.65
337,77,947.75
338,27,568.39
339,78,701.92
340,97,184.86
341,42,669.54
342,77,700.06
343,11,446.05
344,20,802.5
345,42,898.42
346,79,705.2
347,99,792.8
348,30,446.8
349,14,751.16
350,51,576.02
351,25,760.26
352,14,415.84
353,39,522.66
354,30,433.53
355,12,581.73
356,28,138.44
357,97,115.04
358,35,944.68
359,70,347.93
360,8,674.91
361,90,693.9
362,75,470.77
363,83,268.32
364,43,168.64
365,68,987.46
366,3,969.57
367,3,506.41
368,27,903.12
369,95,337.36
370,40,539.09
371,50,274.77
372,91,697.13
373,86,251.42
374,24,294.35
375,59,889.56
376,67,787.76
377,9,931.11
378,36,599.39
379,95,661.02
380,14,437.5
381,98,165.51
382,95,294.21
383,87,437.61
384,7,227.83
385,82,312.68
386,72,905.69
387,92,724.17
388,92,837.05
389,87,494.35
390,61,895.46
391,88,647.03
392,59,366.32
393,30,466.35
394,87,732.7
395,13,703.07
396,4,616.29
397,56,319.37
398,26,650.68
399,63,281.87
400,26,959.29
401,64,359.57
402,83,825.99
403,1,227.17
404,72,204.32
405,58,631.42
406,27,455.12
407,56,950.0
408,92,568.87
409,42,439.06
410,42,467.47
411,25,373.11
412,20,839.79
413,6,141.13
414,99,847.14
415,54,759.7
416,57,243.58
417,77,149.64
418,85,903.28
419,82,227.08
420,15,449.8
421,14,902.49
422,79,647.29
423,78,798.46
424,17,144.1
425,26,404.23
426,54,874.11
427,68,333.04
428,9,399.85
429,67,643.6
430,48,899.92
431,29,534.78
432,76,258.08
433,92,647.7
434,31,455.01
435,72,886.34
436,84,506.9
437,86,189.27
438,68,963.38
439,97,343.44
