ItemID,Weight,Value
1,2,170.97
2,95,301.67
3,17,906.2
4,32,266.42
5,34,924.81
6,18,685.22
7,25,222.2
8,32,346.97
9,87,489.51
10,85,374.51
11,55,207.28
12,85,597.74
13,39,158.44
14,45,428.86
15,87,190.66
16,96,726.42
17,86,284.84
18,60,270.37
19,2,528.02
20,67,835.74
21,13,602.42
22,9,140.64
23,46,777.38
24,87,690.02
25,96,447.58
26,22,741.48
27,23,996.38
28,16,218.82
29,10,197.97
30,42,923.92
31,82,723.91
32,29,929.78
33,76,582.32
34,42,989.35
35,8,774.79
36,82,133.66
37,70,520.29
38,95,858.6
39,33,860.54
40,99,583.87
41,83,942.48
42,77,240.82
43,45,776.17
44,84,977.72
45,74,776.94
46,96,757.59
47,83,799.76
48,2,482.73
49,59,394.01
50,2,699.25
51,32,111.11
52,22,674.4
53,26,243.34
54,61,261.72
55,64,300.53
56,31,888.88
57,77,390.86
58,14,232.54
59,88,327.77
60,48,870.56
61,21,589.76
62,49,682.76
63,1,184.79
64,21,209.07
65,14,150.04
66,71,699.53
67,28,167.69
68,61,291.98
69,5,609.33
70,38,558.5
71,93,289.28
72,86,754.63
73,81,567.5
74,46,689.58
75,45,583.37
76,70,642.7
77,89,626.91
78,81,928.87
79,62,677.37
80,16,955.31
81,28,316.96
82,88,792.73
83,63,874.0
84,54,839.01
85,86,352.43
86,97,553.08
87,46,594.42
88,93,668.21
89,74,140.24
90,23,932.2
91,94,307.89
92,43,163.19
93,39,663.62
94,5,721.07
95,60,758.86
96,66,792.67
97,94,963.53
98,67,283.81
99,68,971.91
100,81,425.25
101,1,906.12
102,74,685.3
103,7,384.29
104,4,370.57
105,60,272.14
106,60,608.14
107,87,528.08
108,1,468.05
109,85,626.8
110,23,304.0
111,95,873.98
112,83,834.78
113,3,809.02
114,44,491.64
115,34,459.6
116,92,361.36
117,60,397.14
118,23,190.82
119,93,808.59
120,82,142.92
121,85,480.54
122,65,280.58
123,63,781.49
124,77,691.34
125,35,861.21
126,51,142.24
127,84,550.33
128,96,764.62
129,80,816.83
130,92,742.67
131,50,536.35
132,90,932.15
133,58,591.65
134,89,551.36
135,31,433.87
136,91,872.08
137,46,108.14
138,67,888.93
139,8,518.82
140,37,125.87
141,75,741.7
142,28,896.12
143,57,733.0
144,54,663.47
145,85,455.35
146,6,237.03
147,16,891.65
148,61,274.8
149,44,277.8
150,49,575.77
151,60,901.89
152,9,862.86
153,67,819.76
154,63,961.56
155,25,286.5
156,21,964.06
157,2,788.25
158,40,936.26
159,17,112.7
160,63,607.03
161,81,560.87
162,27,876.87
163,99,230.68
164,45,240.14
165,10,241.91
166,82,167.68
167,53,804.65
168,55,440.03
169,6,506.41
170,27,965.65
171,10,464.85
172,44,805.2
173,96,219.64
174,34,751.72
175,27,466.26
176,23,498.72
177,56,382.53
178,44,385.22
179,50,645.22
180,34,644.6
181,23,466.52
182,63,929.15
183,2,597.64
184,92,264.79
185,96,998.41
186,6,388.73
187,3,928.82
188,80,703.8
189,41,313.85
190,47,772.56
191,34,488.19
192,89,167.28
193,44,625.77
194,28,557.75
195,53,372.06
196,24,154.71
197,33,123.14
198,1,722.21
199,99,483.45
200,66,261.94
201,40,453.45
202,88,782.66
203,84,423.44
204,76,410.09
205,64,226.58
206,22,133.66
207,9,936.6
208,20,858.44
209,18,726.64
210,50,867.41
211,41,133.76
212,38,924.93
213,92,241.34
214,60,437.37
215,98,504.81
216,46,144.5
217,98,786.37
218,28,389.32
219,94,724.48
220,94,808.01
221,22,891.57
222,84,765.3
223,6,141.8
224,74,413.0
225,25,463.36
226,96,786.55
227,100,458.86
228,77,316.42
229,8,919.61
230,83,157.63
231,50,493.7
232,1,696.8
233,60,388.77
234,60,676.14
235,24,951.93
236,30,915.09
237,29,149.94
238,85,610.67
239,23,942.37
240,93,364.36
241,1,770.24
242,68,322.77
243,79,193.74
244,64,775.64
245,47,576.52
246,47,379.18
247,29,679.25
248,21,557.45
249,16,182.55
250,18,236.34
251,14,804.07
252,23,510.51
253,4,798.63
254,19,393.12
255,77,765.66
256,81,956.68
257,79,674.93
258,74,930.51
259,13,332.67
260,78,477.62
261,99,254.32
262,59,777.42
263,58,177.62
264,52,248.03
265,40,938.25
266,79,335.08
267,49,216.51
268,24,911.72
269,87,353.1
270,21,745.22
271,91,459.22
272,32,507.26
273,94,998.74
274,94,664.92
275,14,813.5
276,7,390.37
277,24,415.71
278,59,430.62
279,5,773.91
280,99,147.22
281,42,627.25
282,48,288.84
283,27,368.68
284,5,740.81
285,87,881.95
286,22,737.74
287,72,397.29
288,90,440.32
289,50,851.61
290,80,127.46
291,12,345.74
292,90,100.05
293,87,925.82
294,68,641.12
295,45,689.64
296,16,270.51
297,82,848.14
298,37,986.15
299,60,791.11
300,93,285.83
301,73,816.29
302,38,545.62
303,89,578.31
304,38,288.85
305,68,429.35
306,18,803.52
307,57,423.24
308,95,838.29
309,89,864.42
310,82,343.47
311,23,134.31
312,53,820.3
313,5,625.76
314,65,220.24
315,25,817.38
316,69,278.4
317,1,524.6
318,5,312.05
319,79,866.95
320,64,421.35
321,59,444.62
322,42,338.06
323,65,799.9
324,23,593.52
325,88,302.46
326,12,186.8
327,72,697.64
328,4,193.58
329,29,781.05
330,91,666.73
331,95,665.18
332,78,200.74
333,81,288.63
334,25,702.97
335,21,614.33
336,68,959.91
337,12,694.89
338,39,398.41
339,19,992.21
340,12,896.92
341,71,648.58
342,32,407.99
343,66,371.74
344,85,781.58
345,68,894.62
346,50,426.43
347,83,453.07
348,88,604.5
349,32,218.25
350,6,889.98
351,55,384.31
352,22,171.79
353,98,224.85
354,92,448.26
355,50,190.12
356,8,752.37
357,97,421.64
358,63,556.36
359,11,295.56
360,3,313.07
361,7,327.79
362,94,274.95
363,68,551.31
364,39,883.18
365,75,121.87
366,23,830.32
367,100,572.01
368,3,809.38
369,100,187.84
370,37,303.82
371,88,631.76
372,27,871.5
373,5,783.45
374,39,413.27
375,17,816.03
376,49,807.51
377,85,901.43
378,72,569.82
379,57,538.47
380,8,810.63
381,69,731.79
382,48,606.98
383,24,568.58
384,74,612.34
385,11,904.96
386,15,383.52
387,59,895.08
388,68,204.49
389,57,932.98
390,93,343.34
391,82,194.24
392,72,386.85
393,20,610.8
394,58,186.65
395,28,441.13
396,21,394.19
397,69,474.59
398,39,255.95
399,33,618.87
400,19,570.22
401,90,451.89
402,8,273.87
403,3,475.01
404,22,686.67
405,46,584.96
406,4,287.01
407,97,160.82
408,45,889.75
409,63,377.77
410,95,251.56
411,90,982.2
412,64,808.55
413,22,897.95
414,30,155.18
415,48,912.13
416,60,291.63
417,59,381.91
418,3,435.85
419,91,992.78
420,30,892.22
421,15,809.59
422,32,202.6
423,72,735.5
424,82,236.72
425,60,833.15
426,79,517.17
427,36,306.46
428,97,494.26
429,81,884.97
430,14,319.29
431,75,120.06
432,72,735.44
433,81,847.86
434,24,362.92
435,82,726.8
436,34,852.03
437,9,715.66
438,81,408.89
439,96,575.53
440,98,399.58
441,37,640.3
442,48,766.75
443,83,219.68
444,100,841.73
445,63,938.36
446,25,716.74
447,1,624.1
448,19,920.1
449,50,888.08
450,3,964.74
451,45,257.12
452,50,716.04
453,6,341.94
454,97,994.41
455,91,450.57
456,69,738.36
457,72,379.15
458,31,743.26
459,95,457.84
460,22,985.17
461,20,895.3
462,29,303.76
463,34,570.22
464,11,160.87
465,25,110.33
466,6,970.63
467,10,799.78
468,98,174.81
469,16,945.66
470,40,571.53
471,26,636.77
472,84,433.27
473,95,928.07
474,57,535.98
475,40,637.01
476,83,433.99
477,54,195.31
478,26,668.27
479,19,497.0
480,97,525.8
481,96,942.13
482,95,700.11
483,35,992.25
484,23,482.58
485,95,831.33
486,13,718.85
487,81,889.84
488,24,727.57
489,42,851.26
490,97,245.39
491,99,786.08
492,70,782.81
493,62,110.78
494,6,622.22
495,78,402.89
496,64,734.87
497,78,592.75
498,65,979.62
499,97,384.2
500,87,774.96
501,61,829.31
502,63,521.31
503,64,936.84
504,71,388.46
505,96,341.92
506,85,824.02
507,18,702.13
508,51,885.61
509,60,924.49
510,24,362.71
511,19,758.81
512,81,612.98
513,64,823.72
514,60,604.85
515,69,345.62
516,83,456.63
517,55,825.71
518,98,545.14
519,68,537.34
520,17,182.2
521,44,686.19
522,34,610.03
523,49,515.05
524,100,512.89
525,45,218.95
526,55,400.57
527,83,827.91
528,77,941.99
529,60,504.14
530,60,457.61
531,62,710.88
532,5,239.03
533,28,749.73
534,47,668.95
535,41,690.39
536,76,674.47
537,60,479.91
538,56,618.86
539,73,400.88
540,81,279.66
541,53,903.21
542,64,597.88
543,36,221.6
544,54,213.8
545,83,750.34
546,39,649.68
547,95,149.53
548,77,681.25
549,72,560.31
550,29,820.43
551,95,164.16
552,34,198.23
553,83,642.54
554,4,904.07
555,20,911.6
556,98,439.27
557,4,593.1
558,1,563.46
559,1,413.05
560,47,292.39
561,8,847.49
562,85,754.92
563,69,236.19
564,35,287.27
565,44,957.26
566,37,963.65
567,54,816.32
568,11,187.98
569,11,621.65
570,9,666.48
571,91,854.88
572,60,183.15
573,79,754.16
574,76,369.88
575,22,509.44
576,38,313.48
577,4,620.26
578,11,316.14
579,93,745.1
580,21,873.99
581,30,704.02
582,82,452.53
583,29,755.56
584,45,953.81
585,16,970.16
586,72,363.56
587,89,118.71
588,1,636.08
589,100,528.29
590,57,673.31
591,22,973.83
592,14,964.2
593,91,942.49
594,86,460.89
595,24,906.35
596,49,405.31
597,14,331.92
598,44,603.49
599,57,919.98
