ItemID,Weight,Value
1,51,874.19
2,75,288.5
3,53,533.86
4,43,195.87
5,73,242.16
6,53,165.2
7,9,514.65
8,68,875.43
9,20,946.54
10,30,364.61
11,31,284.32
12,39,504.75
13,27,391.08
14,96,850.72
15,18,465.46
16,94,643.34
17,100,949.91
18,73,598.88
19,58,464.05
20,68,157.72
21,57,957.82
22,24,834.43
23,37,933.85
24,58,800.73
25,19,901.87
26,58,554.99
27,99,977.61
28,51,810.65
29,47,747.42
30,87,747.16
31,80,804.06
32,25,888.66
33,18,583.45
34,75,774.78
35,100,948.8
36,94,869.93
37,5,509.79
38,89,874.18
39,96,608.6
40,47,431.2
41,55,997.73
42,95,211.11
43,45,576.85
44,48,513.95
45,37,790.95
46,23,586.45
47,26,784.58
48,21,775.98
49,50,603.27
50,22,542.16
51,3,908.12
52,15,288.2
53,58,988.38
54,38,275.83
55,82,466.18
56,57,943.86
57,96,967.34
58,37,939.33
59,45,776.41
60,86,353.01
61,98,453.42
62,98,760.48
63,63,846.61
64,34,215.93
65,85,770.43
66,59,113.98
67,9,551.53
68,96,112.73
69,38,197.13
70,39,631.18
71,82,652.89
72,24,789.67
73,69,422.71
74,93,392.12
75,31,701.9
76,66,147.4
77,47,251.22
78,52,123.98
79,42,259.1
80,92,926.98
81,46,533.29
82,34,441.44
83,21,677.49
84,68,183.95
85,59,271.77
86,45,576.1
87,65,426.17
88,13,149.0
89,2,930.6
90,66,426.44
91,50,277.5
92,99,588.0
93,14,976.16
94,78,297.25
95,78,882.81
96,25,951.17
97,35,821.11
98,39,447.45
99,90,902.14
100,20,986.07
101,30,689.33
102,95,400.86
103,6,960.38
104,7,614.64
105,70,315.46
106,86,149.06
107,37,624.55
108,97,447.8
109,64,289.23
110,81,437.34
111,25,125.67
112,97,508.11
113,68,726.64
114,57,418.33
115,54,842.16
116,80,788.92
117,2,194.75
118,76,991.42
119,75,277.1
120,86,633.13
121,81,989.49
122,31,259.39
123,73,652.13
124,6,956.57
125,30,164.89
126,6,714.15
127,50,924.15
128,41,178.86
129,79,727.1
130,86,863.55
131,15,536.58
132,54,881.14
133,66,167.2
134,34,921.87
135,57,316.26
136,75,416.98
137,26,575.47
138,69,323.3
139,56,638.24
140,57,982.17
141,53,302.09
142,98,731.92
143,34,366.5
144,93,485.19
145,50,900.65
146,19,665.99
147,100,586.09
148,26,442.89
149,54,543.65
150,78,952.29
151,71,757.9
152,92,803.92
153,96,983.97
154,34,733.77
155,30,697.68
156,52,417.74
157,62,327.92
158,44,901.26
159,34,566.95
160,23,756.41
161,68,110.23
162,25,862.77
163,68,611.22
164,17,663.67
165,57,974.39
166,35,640.66
167,78,611.87
168,58,487.71
169,90,764.43
170,68,188.58
171,9,509.56
172,55,463.57
173,93,597.93
174,18,724.66
175,62,724.86
176,16,925.63
177,81,783.55
178,23,972.91
179,32,120.35
180,92,680.49
181,68,440.69
182,15,943.14
183,27,351.66
184,68,820.33
185,59,438.75
186,65,317.82
187,31,507.04
188,82,187.07
189,21,933.33
190,97,828.39
191,95,833.57
192,10,882.2
193,40,413.97
194,73,932.53
195,18,717.63
196,90,916.29
197,67,441.02
198,16,644.57
199,66,652.32
