ItemID,Weight,Value
1,50,106.37
2,94,887.29
3,22,720.69
4,84,361.01
5,6,666.75
6,15,586.16
7,62,760.39
8,16,581.6
9,58,217.39
10,53,947.66
11,44,798.06
12,75,156.91
13,10,354.26
14,34,398.15
15,100,912.64
16,10,365.01
17,41,561.9
18,84,680.83
19,65,337.21
20,30,111.23
21,3,322.5
22,27,356.89
23,69,707.22
24,23,650.36
25,44,797.86
26,70,950.95
27,27,804.65
28,9,732.0
29,71,212.88
30,54,576.55
31,51,238.22
32,71,736.7
33,81,230.92
34,12,149.98
35,30,612.4
36,16,137.11
37,41,238.54
38,35,742.66
39,72,645.28
40,80,743.62
41,98,921.94
42,100,674.38
43,56,608.81
44,8,884.7
45,69,475.32
46,94,788.1
47,20,180.43
48,97,243.01
49,21,994.13
50,61,684.81
51,56,200.14
52,70,856.28
53,3,908.85
54,93,564.41
55,83,112.77
56,96,646.22
57,79,958.11
58,41,748.97
59,43,625.58
60,55,225.77
61,68,211.43
62,87,770.09
63,62,512.57
64,14,883.74
65,29,366.41
66,79,665.21
67,56,194.8
68,46,514.44
69,53,773.15
70,47,311.25
71,3,473.1
72,57,239.89
73,16,165.53
74,3,392.8
75,56,697.6
76,97,883.79
77,100,691.04
78,59,646.21
79,4,259.11
80,53,783.19
81,73,712.14
82,81,975.76
83,71,946.21
84,7,898.89
85,80,902.93
86,82,542.59
87,92,614.78
88,48,530.45
89,86,111.67
90,15,136.86
91,74,215.75
92,56,836.98
93,87,284.83
94,33,101.43
95,49,328.29
96,59,791.79
97,58,397.12
98,8,615.88
99,73,569.12
100,41,242.17
101,32,710.28
102,35,237.74
103,54,317.77
104,97,673.57
105,69,798.64
106,28,377.96
107,90,550.63
108,14,424.35
109,11,719.93
110,17,277.43
111,8,538.14
112,35,111.12
113,12,533.18
114,21,197.9
115,16,156.96
116,63,186.76
117,7,484.46
118,48,950.62
119,65,380.52
120,14,445.71
121,9,755.96
122,35,566.81
123,94,430.1
124,27,617.36
125,48,694.6
126,6,739.19
127,98,676.52
128,45,982.25
129,79,492.05
130,66,873.67
131,56,420.49
132,49,371.4
133,19,149.33
134,63,620.53
135,74,805.37
136,23,259.41
137,16,536.31
138,53,968.58
139,63,852.2
140,65,274.83
141,44,367.85
142,53,383.54
143,62,621.7
144,29,576.4
145,27,789.25
146,25,639.74
147,52,575.62
148,38,111.56
149,40,119.1
150,42,187.3
151,21,593.17
152,23,494.84
153,16,603.0
154,93,159.63
155,65,134.28
156,88,394.79
157,75,115.32
158,16,911.64
159,40,247.68
160,3,404.62
161,77,160.04
162,45,666.91
163,13,267.71
164,93,995.26
165,71,992.35
166,60,497.66
167,38,333.35
168,97,650.29
169,69,894.65
170,37,356.2
171,32,725.87
172,5,928.02
173,91,360.64
174,3,508.91
175,99,193.55
176,96,506.8
177,52,252.57
178,37,505.78
179,65,606.95
180,68,476.61
181,74,942.09
182,8,229.78
183,34,222.69
184,61,197.37
185,97,892.11
186,71,108.7
187,95,424.73
188,96,136.71
189,36,716.69
190,38,269.23
191,87,551.77
192,63,711.8
193,41,677.43
194,25,592.35
195,70,164.3
196,90,871.19
197,44,497.32
198,60,151.79
199,36,966.55
200,12,640.69
201,58,766.97
202,85,353.28
203,38,631.37
204,79,681.86
205,57,710.49
206,71,413.86
207,33,163.56
208,39,326.78
209,58,404.71
210,95,329.73
211,27,828.01
212,78,315.85
213,98,634.54
214,82,764.92
215,77,540.45
216,6,819.34
217,97,615.24
218,69,233.58
219,86,828.75
220,19,727.93
221,81,357.48
222,28,779.7
223,92,816.73
224,99,736.04
225,56,634.74
226,3,467.38
227,2,924.99
228,100,537.79
229,42,169.71
230,90,394.59
231,64,603.45
232,88,137.92
233,79,439.42
234,86,403.03
235,55,218.93
236,89,767.49
237,18,782.97
238,43,411.37
239,74,778.82
240,73,602.15
241,75,594.0
242,93,762.49
243,26,739.83
244,73,636.05
245,60,981.09
246,33,472.77
247,28,332.2
248,80,857.72
249,51,215.89
250,67,647.66
251,23,710.34
252,85,968.78
253,79,868.57
254,53,799.04
255,48,616.53
256,3,748.68
257,1,465.7
258,80,685.68
259,64,461.55
260,26,673.47
261,36,868.56
262,23,738.72
263,4,846.59
264,7,439.65
265,49,752.21
266,58,386.87
267,93,632.77
268,5,519.98
269,62,405.68
270,33,380.22
271,39,890.65
272,94,586.42
273,59,452.96
274,32,767.83
275,31,640.3
276,50,212.05
277,76,152.83
278,85,987.47
279,10,556.12
280,98,144.6
281,3,669.89
282,85,313.38
283,5,243.63
284,14,684.79
285,95,110.1
286,94,883.99
287,59,989.91
288,85,656.3
289,73,738.52
290,10,254.66
291,98,896.77
292,1,353.9
293,22,935.98
294,69,910.53
295,3,500.71
296,10,251.06
297,30,352.84
298,58,401.02
299,89,340.53
300,22,730.53
301,23,634.05
302,4,921.37
303,31,903.13
304,49,756.87
305,33,438.42
306,7,210.06
307,43,652.27
308,79,530.45
309,8,758.81
310,93,675.82
311,37,786.13
312,31,721.68
313,70,842.37
314,18,394.4
315,40,888.63
316,21,202.64
317,78,450.76
318,63,651.84
319,79,502.51
320,20,556.15
321,42,979.29
322,45,336.22
323,98,876.89
324,3,230.12
325,2,263.69
326,92,584.22
327,11,426.84
328,65,341.37
329,41,514.29
330,61,848.42
331,62,950.84
332,92,649.78
333,86,195.64
334,25,987.62
335,5,886.59
336,1,175.84
337,37,865.92
338,86,196.08
339,84,242.0
340,19,739.38
341,60,618.58
342,35,739.15
343,64,642.0
344,55,715.7
345,51,297.48
346,23,688.55
347,80,621.44
348,36,312.63
349,67,753.01
350,88,411.89
351,91,956.23
352,4,344.97
353,78,943.92
354,8,689.22
355,53,183.8
356,44,399.2
357,59,650.6
358,60,697.48
359,33,794.42
360,47,325.85
361,83,269.73
362,17,526.16
363,89,195.28
364,7,167.54
365,53,428.31
366,83,495.73
367,69,529.86
368,1,229.58
369,73,586.86
370,75,448.88
371,41,487.43
372,24,156.17
373,49,431.49
374,3,363.33
375,57,162.77
376,69,589.41
377,3,729.8
378,72,301.49
379,75,952.38
380,66,969.27
381,83,725.58
382,56,865.42
383,7,357.69
384,34,205.01
385,44,846.59
386,11,871.06
387,38,329.43
388,54,101.01
389,6,215.07
390,18,509.79
391,60,799.38
392,48,346.95
393,70,369.3
394,85,794.72
395,65,592.13
396,85,997.98
397,46,257.71
398,36,994.79
399,61,543.9
400,57,529.72
401,65,604.27
402,49,276.2
403,88,809.37
404,59,659.53
405,89,461.96
406,67,767.9
407,61,837.5
408,56,131.52
409,66,724.52
410,38,923.88
411,23,754.3
412,19,359.1
413,35,238.93
414,19,528.35
415,86,237.78
416,81,132.55
417,78,578.73
418,55,598.88
419,86,804.97
420,59,305.14
421,67,782.66
422,22,724.9
423,93,981.17
424,47,482.47
425,46,549.53
426,89,152.64
427,91,188.13
428,43,607.65
429,78,991.86
430,56,532.45
431,15,602.78
432,55,435.24
433,31,755.04
434,45,581.66
435,48,527.39
436,96,715.43
437,11,575.69
438,85,110.82
439,80,625.74
440,64,225.01
441,56,784.2
442,61,273.19
443,14,180.13
444,74,101.25
445,57,209.96
446,62,243.1
447,31,475.48
448,42,485.18
449,49,810.98
450,37,954.15
451,74,595.76
452,22,238.24
453,11,423.42
454,83,817.58
455,94,129.04
456,56,173.44
457,97,430.92
458,77,371.58
459,11,144.1
460,11,604.3
461,50,668.33
462,5,240.69
463,92,367.9
464,64,555.24
465,3,745.81
466,90,677.03
467,49,705.09
468,36,741.68
469,42,826.81
470,37,689.46
471,11,857.26
472,22,438.23
473,80,905.69
474,47,411.38
475,64,583.81
476,69,440.56
477,4,897.58
478,42,868.84
479,50,578.35
480,13,280.46
481,36,867.91
482,32,652.65
483,14,302.51
484,79,988.67
485,5,300.29
486,15,865.63
487,70,332.72
488,47,417.46
489,18,523.47
490,68,999.41
491,36,493.79
492,37,566.81
493,19,381.62
494,9,673.3
495,55,628.93
496,23,499.03
497,62,489.55
498,17,191.62
499,45,237.67
500,39,508.7
501,43,390.77
502,12,169.82
503,86,706.69
504,94,789.46
505,10,856.32
506,10,205.64
507,42,920.72
508,36,675.23
509,61,745.81
510,23,898.36
511,42,685.78
512,3,351.14
513,89,938.21
514,83,456.08
515,58,787.81
516,47,184.65
517,21,787.16
518,45,115.82
519,60,720.48
520,11,936.42
521,87,238.6
522,35,324.63
523,43,967.79
524,27,666.21
525,14,573.39
526,42,962.4
527,71,273.18
528,100,572.34
529,23,603.66
530,80,336.17
531,24,292.8
532,9,135.1
533,25,643.55
534,86,595.52
535,30,152.3
536,82,589.01
537,33,414.36
538,48,313.25
539,80,618.6
540,84,975.38
541,83,156.95
542,91,177.35
543,85,156.97
544,48,455.45
545,55,117.23
546,75,670.44
547,65,634.44
548,12,619.15
549,77,173.98
550,28,239.39
551,10,998.33
552,89,418.71
553,6,297.33
554,69,203.12
555,100,543.45
556,30,358.07
557,13,195.94
558,27,930.37
559,46,296.51
560,19,970.59
561,73,110.43
562,93,231.67
563,66,668.71
564,32,927.81
565,76,589.61
566,60,407.52
567,28,415.72
568,66,466.81
569,46,808.17
570,51,218.02
571,99,616.58
572,45,876.72
573,41,866.94
574,94,854.33
575,12,162.08
576,19,475.67
577,37,612.27
578,46,310.31
579,95,189.25
580,99,465.94
581,44,146.3
582,66,692.39
583,78,954.2
584,67,679.71
585,21,227.5
586,5,885.87
587,65,972.18
588,52,905.97
589,51,953.94
590,19,630.52
591,62,618.91
592,83,192.19
593,95,354.36
594,8,103.41
595,87,516.03
596,31,809.61
597,67,459.6
598,48,463.83
599,29,934.12
600,55,532.74
601,85,891.87
602,98,958.21
603,56,951.65
604,44,169.88
605,69,132.65
606,56,944.59
607,31,403.16
608,70,800.4
609,23,956.33
610,72,140.29
611,70,938.41
612,76,318.56
613,87,336.83
614,15,957.74
615,2,371.64
616,41,657.16
617,4,817.6
618,70,135.13
619,92,989.87
620,6,550.89
621,86,145.06
622,81,586.75
623,68,691.99
624,43,994.51
625,63,495.87
626,93,495.8
627,81,751.15
628,12,227.03
629,4,774.12
630,28,842.57
631,46,375.47
632,59,213.4
633,25,182.0
634,99,640.84
635,72,157.81
636,88,469.27
637,39,554.49
638,27,485.49
639,93,206.31
640,24,321.65
641,16,564.07
642,21,830.38
643,1,220.14
644,33,831.36
645,5,725.72
646,67,534.84
647,88,665.24
648,82,732.53
649,16,818.72
650,87,712.39
651,47,233.46
652,84,137.21
653,66,178.05
654,5,474.63
655,43,294.86
656,23,965.46
657,96,754.37
658,1,150.68
659,86,477.46
660,63,533.63
661,69,986.04
662,83,926.41
663,64,812.1
664,89,389.99
665,22,157.4
666,5,992.24
667,88,113.49
668,90,319.52
669,75,232.05
670,99,681.21
671,5,238.96
672,90,856.3
673,84,964.85
674,58,792.05
675,40,439.98
676,39,908.66
677,29,516.47
678,61,692.32
679,29,757.03
680,22,764.83
681,64,851.85
682,31,151.33
683,75,492.28
684,60,342.04
685,55,852.57
686,100,857.19
687,99,971.79
688,34,735.8
689,42,899.86
690,61,428.28
691,38,542.44
692,1,308.44
693,5,711.75
694,80,999.88
695,28,259.31
696,46,863.42
697,10,860.4
698,66,248.42
699,32,226.03
700,6,853.57
701,48,333.6
702,18,598.62
703,81,874.88
704,41,479.25
705,79,403.5
706,52,238.97
707,99,916.09
708,70,409.15
709,76,817.75
710,42,398.4
711,65,178.06
712,12,697.56
713,71,565.72
714,25,699.71
715,89,430.15
716,63,583.18
717,45,654.1
718,79,681.14
719,95,137.53
720,85,172.93
721,86,954.07
722,22,419.81
723,72,210.73
724,40,397.58
725,90,139.66
726,32,364.28
727,58,974.57
728,76,503.78
729,40,680.08
730,53,919.72
731,30,972.41
