ItemID,Weight,Value
1,12,138.11
2,63,640.41
3,28,125.96
4,77,978.84
5,34,650.59
6,93,119.97
7,32,409.7
8,13,772.88
9,17,205.69
10,72,766.03
11,45,614.84
12,76,444.2
13,26,543.54
14,14,368.29
15,10,508.92
16,59,333.28
17,23,206.76
18,49,824.63
19,18,532.62
20,48,160.59
21,82,987.93
22,62,353.8
23,56,798.22
24,81,391.5
25,30,256.74
26,6,674.41
27,17,172.39
28,12,159.26
29,28,333.1
30,37,540.42
31,95,554.12
32,6,917.39
33,54,689.66
34,83,129.17
35,67,826.8
36,5,954.53
37,18,927.38
38,48,744.78
39,89,281.85
40,8,452.0
41,49,355.86
42,20,497.28
43,3,217.31
44,86,536.27
45,1,676.85
46,31,888.72
47,60,162.81
48,9,295.36
49,69,195.69
50,4,601.5
51,31,201.87
52,49,976.1
53,33,946.29
54,67,175.76
55,33,298.59
56,71,263.87
57,90,471.02
58,83,343.13
59,90,792.97
60,53,680.46
61,4,874.59
62,94,937.03
63,55,914.53
64,48,391.11
65,15,170.25
66,33,301.61
67,28,260.06
68,39,229.62
69,62,726.12
70,68,664.44
71,83,723.36
72,1,957.18
73,15,768.8
74,81,609.5
75,82,692.23
76,49,631.87
77,15,197.02
78,52,483.02
79,74,106.61
80,53,520.24
81,89,789.98
82,91,527.1
83,47,672.65
84,89,779.75
85,22,255.43
86,42,187.72
87,7,862.71
88,34,230.27
89,58,589.96
90,38,225.24
91,58,421.56
92,26,920.76
93,21,947.77
94,58,828.52
95,49,257.33
96,65,370.79
97,34,529.89
98,65,151.04
99,64,481.68
100,92,961.23
101,7,504.15
102,13,342.22
103,36,564.94
104,23,102.11
105,65,451.38
106,94,340.46
107,58,134.46
108,29,622.27
109,70,346.43
110,47,644.38
111,39,161.67
112,18,217.61
113,27,490.0
114,90,299.35
115,7,587.84
116,24,558.05
117,17,352.24
118,64,625.99
119,87,286.92
120,8,651.55
121,6,532.36
122,81,612.76
123,9,938.61
124,25,246.26
125,85,186.59
126,8,944.03
127,33,624.96
128,77,695.62
129,54,981.82
130,78,608.03
131,32,297.92
132,5,890.14
133,27,959.05
134,100,167.93
135,94,395.06
136,22,848.72
137,4,319.22
138,30,508.59
139,94,369.0
140,60,828.7
141,54,472.3
142,39,219.61
143,46,523.37
144,65,174.87
145,85,977.05
146,11,176.86
147,35,646.06
148,20,476.33
149,63,628.52
150,89,385.7
151,82,429.65
152,18,625.39
153,39,812.05
154,94,471.94
155,99,617.61
156,7,175.91
157,53,850.8
158,4,624.75
159,64,751.73
160,24,308.18
161,3,247.74
162,9,991.68
163,82,803.25
164,70,801.71
165,90,135.76
166,66,409.74
167,44,143.5
168,48,329.57
169,67,561.55
170,43,683.49
171,60,896.78
172,29,385.75
173,23,315.53
174,56,119.19
175,33,154.28
176,7,998.84
177,17,470.42
178,55,177.27
179,55,457.99
180,14,535.13
181,89,936.66
182,96,532.81
183,95,242.9
184,55,537.86
185,56,842.51
186,86,133.98
187,36,875.04
188,7,737.42
189,94,469.82
190,11,414.19
191,14,458.44
192,63,196.2
193,100,427.81
194,8,266.18
195,74,873.39
196,58,452.46
197,46,646.05
198,41,795.88
199,27,593.42
200,36,869.29
201,45,608.09
202,14,621.02
203,16,789.62
204,50,552.32
205,20,662.02
206,16,487.14
207,35,226.96
208,44,841.29
209,100,513.02
210,35,286.93
211,97,676.47
212,73,709.62
213,51,917.54
214,82,218.75
215,100,234.02
216,34,286.61
217,41,229.63
218,50,623.25
219,16,410.03
220,41,633.68
221,55,467.1
222,12,237.59
223,30,125.92
224,46,794.28
225,12,802.8
226,58,959.19
227,64,527.65
228,97,379.39
229,59,810.34
230,97,193.2
231,7,745.11
232,69,227.58
233,97,293.07
234,40,212.65
235,63,409.73
236,49,826.58
237,32,283.76
238,5,430.4
239,46,447.95
240,70,718.99
241,96,493.13
242,74,856.22
243,24,623.56
244,76,742.5
245,27,391.08
246,55,329.64
247,38,935.83
248,20,613.1
249,60,995.89
250,75,156.96
251,4,322.45
252,54,413.8
253,95,360.91
254,25,979.59
255,12,401.25
256,56,127.05
257,32,725.93
258,29,287.46
259,39,203.43
260,41,984.84
261,55,769.57
262,34,288.6
263,42,941.0
264,20,812.1
265,33,372.35
266,77,399.08
267,100,931.77
268,23,757.15
269,96,239.2
270,2,998.77
271,71,959.23
272,11,917.69
273,70,905.78
274,71,337.69
275,73,110.64
276,62,807.21
277,72,279.66
278,12,873.79
279,78,172.99
280,27,740.77
281,63,729.93
282,95,166.38
283,19,772.79
284,38,708.28
285,2,305.99
286,89,189.34
287,13,751.91
288,69,286.94
289,56,908.87
290,45,179.34
291,63,790.97
292,78,950.55
293,61,677.37
294,69,360.98
295,24,520.88
296,54,247.9
297,85,917.48
298,69,117.82
299,4,993.29
300,70,826.13
301,66,978.34
302,60,117.54
303,59,277.6
304,55,509.62
305,21,758.74
306,61,834.42
307,26,831.15
308,4,462.85
309,16,895.66
310,79,604.06
311,5,536.21
312,9,641.73
313,22,798.27
314,4,918.99
315,48,469.55
316,24,347.43
317,99,418.88
318,53,778.47
319,50,957.06
320,22,922.41
321,26,124.56
322,62,848.13
323,97,461.9
324,84,556.29
325,57,366.07
326,7,399.07
327,68,718.79
328,65,700.94
329,37,939.26
330,28,938.5
331,66,467.33
332,49,996.21
333,43,262.52
334,51,847.42
335,55,267.59
336,95,406.52
337,60,674.98
338,99,911.6
339,33,657.83
340,43,544.85
341,3,969.97
342,28,782.26
343,40,393.65
344,19,895.7
345,36,875.98
346,8,940.01
347,34,329.36
348,72,705.69
349,49,240.12
350,78,474.12
351,22,408.21
352,100,385.52
353,93,743.48
354,13,850.66
355,43,284.37
356,1,749.05
357,87,268.9
358,46,209.87
359,20,127.05
360,19,238.06
361,99,426.72
362,26,345.18
363,67,388.7
364,97,699.2
365,4,592.3
366,63,108.09
367,36,868.17
368,2,244.19
369,62,980.47
370,3,636.97
371,79,442.97
372,68,834.23
373,85,223.04
374,74,925.06
375,61,986.36
376,93,566.5
377,80,754.57
378,32,901.66
379,41,536.09
380,30,217.96
381,85,496.73
382,96,179.63
383,16,711.29
384,43,238.03
385,92,200.54
386,100,217.65
387,21,272.98
388,18,470.55
389,84,763.18
390,94,900.39
391,66,942.59
392,28,125.51
393,43,599.9
394,75,839.48
395,80,873.39
396,75,796.26
397,54,664.67
398,34,341.26
399,70,418.63
400,77,102.27
401,72,736.09
402,48,425.87
403,22,792.98
404,23,419.19
405,60,713.71
406,27,518.21
407,82,455.32
408,29,979.62
409,1,450.46
410,16,773.0
411,96,259.29
412,16,864.74
413,88,744.77
414,93,561.38
415,61,430.35
416,44,905.34
417,59,871.25
418,57,157.62
419,31,794.38
420,83,739.02
421,40,734.63
422,4,450.66
423,96,474.99
424,76,253.14
425,97,460.76
426,10,782.7
427,76,658.79
428,53,625.81
429,37,880.93
430,41,356.45
431,38,937.76
432,58,152.49
433,23,483.29
434,99,371.62
